url_to,url_from
https://cs.stanford.edu/academics/phd/monitoring-progress,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/Shibboleth.sso/Login?target=https%3A%2F%2Fcs.stanford.edu%2F%3Fq%3Dshib_login%2Fnode%2F3782,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/content/support-black-lives-matter,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/department-overview,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/contact-us,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/directions,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/jobs,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/jobs/teaching-faculty-opening,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/jobs/postdoctoral-opening,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/jobs/resources-students-alumni,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/faculty-opening,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/strategic-plan,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/department-newsletter,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/department-newsletter/past-newsletters,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/forum,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/giving-computer-science,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/department-timeline,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/about/gates-computer-science-building,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/faculty,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/research-staff,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/administrative-staff,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/undergraduate-students,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/masters-students,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/phd-students,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/undergraduate-alumni,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/masters-alumni,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/directory/phd-alumni,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/memoriam,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/research,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/courses,https://cs.stanford.edu/academics/phd/monitoring-progress
http://cs.stanford.edu/degrees/undergrad/,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/masters,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/masters/choosing-specialization,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/current-masters/choosing-classes,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/masters/faq,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/masters/coterm-faq,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/current-masters/masters-program-sheets/programsheets,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/masters/ms-advising,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/phd-orientation-slides,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/phd-requirements,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/first-year-research-rotation-program,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/cs300-seminar,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/breadth-requirements,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/qualifying-exams,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/conflict-interest-policy,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/graduate-student-forms,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/phd/phd-advising,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/joint-degree-programs,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/joint-degree-programs/joint-cs-mslaw-degree,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/joint-degree-programs/joint-cs-msmba-degree,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/joint-degree-programs/joint-cs-phdlaw,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation/incoming-ms-students,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation/incoming-phd-students,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation/new-graduate-student-checklist,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation/cs-resources,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/new-student-orientation/stanford-resources,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/ca,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/course-assistants-cas/current-cas,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/academics/prospective-cas,https://cs.stanford.edu/academics/phd/monitoring-progress
https://cs.stanford.edu/advising,https://cs.stanford.edu/academics/phd/monitoring-progress
